complaint,department
plz help trafic signl not workin huge jam at chawk on Hospital Road,Traffic
"Defective countdown timer on traffic lights skipping from 60 to 0 seconds outside City Library, sudden panic braking causing rear-end collisions.",Traffic
"Speed breaker warning sign missing drivers jumping speed breaker at high speed on 4th Cross, 2nd Main since yesterday.",Traffic
"In Vikas Enclave Ward 177, speed breaker warning sign missing drivers jumping speed breaker at high speed since yesterday. Very difficult situation.",Traffic
Vehicles parked illegally on both sides of road blocking bus movement in Vinayaka Nagar from last 3 days.,Traffic
"Missing reflective cat-eyes and lane divider markings on unlit bypass road between Postal Layout and Old Post Office Junction, drivers struggling to judge lane boundaries in fog and dark.",Traffic
"Due to faded stop line causing vehicles to stop directly inside pedestrian crossing at the entry of Kasturba Extension, it is walkers forced to weave between idling cars and motorcycles.",Traffic
"At ward 122, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
Autos and taxis blocking the entire left turn free lane opposite temple road for past one week.,Traffic
"Autos and taxis blocking the entire left turn free lane on Ring Road, Ward 114, please take action immediately.",Traffic
"In Surya Nagar Ward 12 Ward 52, traffic signal is not working big traffic jam at junction since morning. Very difficult situation.",Traffic
Signal timer is too short only 10 seconds green for huge traffic since two weeks along NH Bypass Service Road. High danger.,Traffic
"Signal timer is too short only 10 seconds green for huge traffic near toll plaza, please take action immediately.",Traffic
"In tilak road extension, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
urgent signl timr is stck on red plese repare fast Indira Gandhi Colony near temple road,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed at Ward 37 from last 3 days.,Traffic
Traffic police needed at circle during school hours heavy jam after last rain close to APMC market yard. High danger.,Traffic
Traffic signal lens covers broken with red and green lights showing together along Ring Road.,Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road at Ward 11. Nobody is responding.",Traffic
"Due to illegal auto-rickshaw and taxi parking encroaching two lanes of major junction outside Muncipal Community Hall, it is choking peak-hour traffic flow to a crawl.",Traffic
no zebr crosing pedstrians strugling to cros ward 61 since 2 days kindly fix,Traffic
Traffic police needed at circle during school hours heavy jam between Kasturba Extension and Indira Circle every evening.,Traffic
Haphazard commercial loading and unloading blocking arterial road during morning peak right in front of Urban Health Post.,Traffic
dividr cut made illeagli bikes crosing dngrously in Mahalakshmi Layout ward 136,Traffic
"In Vivekananda Colony Ward 144, autos and taxis blocking the entire left turn free lane since morning. Very difficult situation.",Traffic
"Near kuvempu nagar main gate, autos and taxis blocking the entire left turn free lane. Kindly resolve.",Traffic
plz help no zebr crosing pedstrians strugling to cros on Temple Street,Traffic
Extremely hazardous condition: mandatory stop and directional road signs twisted and hidden by tree branches in Teachers Colony! It is unfamiliar drivers missing turn and driving into one-way traffic. Immediate action requested.,Traffic
"Dear authority, blind curve on hill road lacking convex safety mirror and warning signs at the entry of Teachers Colony, head-on near misses reported daily. Please send team as soon as possible.",Traffic
no zebr crosing pedstrians strugling to cros near weekly bazaar ground Cross Road 4,Traffic
"In Adarsh Layout Ward 10, autos and taxis blocking the entire left turn free lane since past 10 days. Very difficult situation.",Traffic
"Pedestrian zebra crossing paint completely faded and invisible at Ambedkar Chowk, pedestrians and senior citizens unable to cross safely without risk.",Traffic
"Haphazard commercial loading and unloading blocking arterial road during morning peak at Indira Circle, ambulances and school buses trapped in jam.",Traffic
Traffic signal is not working big traffic jam at junction at Ward 143 since yesterday.,Traffic
No zebra crossing for pedestrians impossible to cross this wide road after last rain outside Govt Girls Hostel. High danger.,Traffic
"Attention Municipal Commissioner: traffic signal lens covers broken with red and green lights showing together on 100 Feet Intermediate Road, Ward 159! It is extreme confusion at major intersection. Immediate action requested.",Traffic
Vehicles parked illegally on both sides of road blocking bus movement at Bypass Intersection since two weeks.,Traffic
"Complaining for the third time, mandatory stop and directional road signs twisted and hidden by tree branches at the entry of Vikas Enclave, unfamiliar drivers missing turn and driving into one-way traffic. Please send team as soon as possible.",Traffic
dividr cut made illeagli bikes crosing dngrously near railway level crossing NH Bypass Service Road,Traffic
"Sir, speed breaker warning sign missing drivers jumping speed breaker at high speed right in front of Urban Health Post. Nobody is responding.",Traffic
"Please help, missing one-way entry sign board leading to head-on gridlock on NH Bypass Service Road, vehicles entering from wrong direction continuously. Please send team as soon as possible.",Traffic
"Sir, vehicles parked illegally on both sides of road blocking bus movement in Vinayaka Nagar. Nobody is responding.",Traffic
urgent no zebr crosing pedstrians strugling to cros Surya Nagar Ward 12 near temple road,Traffic
"In Rajaji Sector 3 Ward 170, signal timer is too short only 10 seconds green for huge traffic since past 10 days. Very difficult situation.",Traffic
no zebr crosing pedstrians strugling to cros in Siddhartha Nagar ward 30,Traffic
"Mandatory stop and directional road signs twisted and hidden by tree branches along 4th Cross, 2nd Main.",Traffic
"Along link road, traffic police needed at circle during school hours heavy jam. Kindly resolve.",Traffic
"Please help, defective countdown timer on traffic lights skipping from 60 to 0 seconds along 100 Feet Intermediate Road, sudden panic braking causing rear-end collisions. Please send team as soon as possible.",Traffic
"Please help, unauthorized gap cut into road median divider by local shopkeepers on NH Bypass Service Road, motorcycles cutting across oncoming 60 km/h traffic. Please send team as soon as possible.",Traffic
"At ward 195, autos and taxis blocking the entire left turn free lane. Kindly resolve.",Traffic
signl timr is stck on red plese repare fast ward 125 since 2 days kindly fix,Traffic
"In vidya nagar, vehicles parked illegally on both sides of road blocking bus movement. Kindly resolve.",Traffic
"Due to missing reflective cat-eyes and lane divider markings on unlit bypass road between Kuvempu Nagar and Indira Circle, it is drivers struggling to judge lane boundaries in fog and dark.",Traffic
"Defective countdown timer on traffic lights skipping from 60 to 0 seconds right in front of Co-operative Bank, sudden panic braking causing rear-end collisions.",Traffic
"Damaged crash barrier on highway flyover curve behind State Transport Depot, leaving dangerous open edge overlooking 30-foot drop to road below.",Traffic
"Kindly fix this problem, traffic diversion sign boards left on roadway weeks after road work ended on GIDC Road, Ward 23, creating unnecessary bottleneck and driver confusion. Please send team as soon as possible.",Traffic
"Due to missing height barrier at low railway bridge underpass opposite petrol pump, it is tall container trucks regularly getting wedged under bridge.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents at the entry of Sri Krishna Layout since past 10 days.,Traffic
"Damaged crash barrier on highway flyover curve on 4th Cross, 2nd Main, leaving dangerous open edge overlooking 30-foot drop to road below.",Traffic
"In Tilak Road Extension Ward 50, yellow blinker light not working at accident prone cross road since past 10 days. Very difficult situation.",Traffic
Concrete median road divider broken and knocked down by collision opposite bridge underpass.,Traffic
dividr cut made illeagli bikes crosing dngrously near railway level crossing Church Road,Traffic
Complaint regarding there is a concrete median road divider broken and knocked down by collision at the entry of Postal Layout. This is vehicles making dangerous unauthorized U-turns across oncoming lane. Kindly take remedial action.,Traffic
Complaint regarding there is a pedestrian push-button crossing signal out of order in Vinayaka Nagar. This is pedestrians waiting 20 minutes to cross busy six-lane avenue. Kindly take remedial action.,Traffic
"Missing one-way entry sign board leading to head-on gridlock close to police station, vehicles entering from wrong direction continuously.",Traffic
"In Vinayaka Nagar Ward 111, signal timer is too short only 10 seconds green for huge traffic since two weeks. Very difficult situation.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents since morning behind Co-operative Bank. High danger.,Traffic
Traffic police needed at circle during school hours heavy jam right in front of State Transport Depot after last rain.,Traffic
no zebr crosing pedstrians strugling to cros in Vikas Enclave ward 86,Traffic
Critical danger: missing reflective cat-eyes and lane divider markings on unlit bypass road right in front of Maternity Clinic! It is drivers struggling to judge lane boundaries in fog and dark. Immediate action requested.,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed at Ward 22 since two weeks.,Traffic
"Pedestrian zebra crossing paint completely faded and invisible near railway level crossing, pedestrians and senior citizens unable to cross safely without risk.",Traffic
Signal timer is too short only 10 seconds green for huge traffic behind District Veterinary Hospital every evening.,Traffic
Divider is broken cars taking dangerous u-turn causing accidents from last 3 days right in front of City Library. High danger.,Traffic
"Immediate intervention needed! defective countdown timer on traffic lights skipping from 60 to 0 seconds on Cross Road 4, Ward 49! It is sudden panic braking causing rear-end collisions. Immediate action requested.",Traffic
No zebra crossing for pedestrians impossible to cross this wide road after last rain at the entry of Gandhi Gram. High danger.,Traffic
"In Netaji Nagar Ward 118, speed breaker warning sign missing drivers jumping speed breaker at high speed every evening. Very difficult situation.",Traffic
"Due to traffic blinker beacon at blind intersection not operating along 100 Feet Intermediate Road, it is frequent T-bone vehicle collisions occurring at night.",Traffic
"Complaining for the third time, haphazard commercial loading and unloading blocking arterial road during morning peak in Pragati Colony, ambulances and school buses trapped in jam. Please send team as soon as possible.",Traffic
illegl parkng blockng entir stret buses stck in Teachers Colony ward 140,Traffic
illegl parkng blockng entir stret buses stck near service road turn Station Road,Traffic
Extremely hazardous condition: traffic signal lens covers broken with red and green lights showing together outside ESI Hospital! It is extreme confusion at major intersection. Immediate action requested.,Traffic
trafic signl not workin huge jam at chawk in Gandhi Gram ward 141,Traffic
Complaint regarding there is a heavy multi-axle cargo trucks illegally parked in designated bus bay behind Fire Brigade Station. This is city buses forced to stop in middle lane blocking entire traffic. Kindly take remedial action.,Traffic
"Traffic signal is not working big traffic jam at junction between Rajaji Sector 3 and Bypass Intersection, please take action immediately.",Traffic
urgent signl timr is stck on red plese repare fast Rajaji Sector 3 near bazaar circle,Traffic
Kindly note that there is a damaged speed governor warning sign lying flat on road shoulder at Ward 75. This is lack of signage encouraging overspeeding near hospital gate. Kindly take remedial action.,Traffic
Traffic signal is not working big traffic jam at junction near grain mandi since morning.,Traffic
illegl parkng blockng entir stret buses stck ward 64 since 2 days kindly fix,Traffic
"Traffic cctv surveillance camera dangling by wire from signal pole at Ward 144, equipment knocked down by oversized container truck.",Traffic
signl timr is stck on red plese repare fast near metro pillar 142 80 Feet Road,Traffic
Traffic police needed at circle during school hours heavy jam outside Maternity Clinic since yesterday.,Traffic
"Due to damaged speed governor warning sign lying flat on road shoulder right in front of State Transport Depot, it is lack of signage encouraging overspeeding near hospital gate.",Traffic
"Sir, divider is broken cars taking dangerous u-turn causing accidents opposite railway station approach. Nobody is responding.",Traffic
Citizens facing acute problem because there is a traffic CCTV surveillance camera dangling by wire from signal pole between Netaji Nagar and Ambedkar Chowk. This is equipment knocked down by oversized container truck. Kindly take remedial action.,Traffic
"Hello civic team, haphazard commercial loading and unloading blocking arterial road during morning peak at Nehru Roundabout, ambulances and school buses trapped in jam. Please send team as soon as possible.",Traffic
illegl parkng blockng entir stret buses stck in Postal Layout ward 13,Traffic
"On cross road 4, autos and taxis blocking the entire left turn free lane. Kindly resolve.",Traffic
"Vehicles parked illegally on both sides of road blocking bus movement at Ambedkar Chowk, please take action immediately.",Traffic
Autos and taxis blocking the entire left turn free lane for past one week behind Urban Health Post. High danger.,Traffic
no zebr crosing pedstrians strugling to cros in Netaji Nagar ward 75,Traffic
Citizens facing acute problem because there is a pedestrian push-button crossing signal out of order between Gandhi Gram and Bypass Intersection. This is pedestrians waiting 20 minutes to cross busy six-lane avenue. Kindly take remedial action.,Traffic
plz help illegl parkng blockng entir stret buses stck on Hospital Road,Traffic
"Between adarsh layout and shivaji circle, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
"In Tilak Road Extension Ward 85, speed breaker warning sign missing drivers jumping speed breaker at high speed since past 10 days. Very difficult situation.",Traffic
signl timr is stck on red plese repare fast in Postal Layout ward 166,Traffic
Critical danger: missing one-way entry sign board leading to head-on gridlock at the entry of Mahalakshmi Layout! It is vehicles entering from wrong direction continuously. Immediate action requested.,Traffic
"Sir, autos and taxis blocking the entire left turn free lane at the entry of Siddhartha Nagar. Nobody is responding.",Traffic
"In Netaji Nagar Ward 160, traffic police needed at circle during school hours heavy jam after last rain. Very difficult situation.",Traffic
Autos and taxis blocking the entire left turn free lane near Gandhi Gram main gate since yesterday.,Traffic
Damaged crash barrier on highway flyover curve along Ring Road.,Traffic
"In Kasturba Extension Ward 55, traffic police needed at circle during school hours heavy jam every evening. Very difficult situation.",Traffic
"Sir, signal timer is too short only 10 seconds green for huge traffic between Indira Gandhi Colony and Ashok Pillar Crossing. Nobody is responding.",Traffic
"Due to haphazard commercial loading and unloading blocking arterial road during morning peak near pedestrian subway, it is ambulances and school buses trapped in jam.",Traffic
"Due to heavy multi-axle cargo trucks illegally parked in designated bus bay close to bus terminus, it is city buses forced to stop in middle lane blocking entire traffic.",Traffic
"Traffic diversion sign boards left on roadway weeks after road work ended opposite APMC market yard, creating unnecessary bottleneck and driver confusion.",Traffic
Traffic signal is not working big traffic jam at junction at Ward 150 after last rain.,Traffic
"Traffic signal is not working big traffic jam at junction at Highway Junction, please take action immediately.",Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road near church square. Nobody is responding.",Traffic
Road sign is hidden behind tree branches motorists missing the turn at Ward 86 since two weeks.,Traffic
Autos and taxis blocking the entire left turn free lane behind Fire Brigade Station since morning.,Traffic
Signal timer is too short only 10 seconds green for huge traffic in Gandhi Gram since two weeks.,Traffic
"Vehicles parked illegally on both sides of road blocking bus movement at University Cross, please take action immediately.",Traffic
Yellow blinker light not working at accident prone cross road outside Maternity Clinic since two weeks.,Traffic
"Due to traffic signal lights completely dead at busy four-road junction on College Road, it is vehicles crossing from all four sides creating chaotic gridlock.",Traffic
"In Balaji Layout Ward 47, road sign is hidden behind tree branches motorists missing the turn after last rain. Very difficult situation.",Traffic
Damaged flexible traffic bollards uprooted and lying scattered across junction near railway station approach.,Traffic
Road sign is hidden behind tree branches motorists missing the turn since past 10 days on College Road. High danger.,Traffic
no zebr crosing pedstrians strugling to cros ward 8 since 2 days kindly fix,Traffic
Divider is broken cars taking dangerous u-turn causing accidents behind Kendriya Vidyalaya since yesterday.,Traffic
Divider is broken cars taking dangerous u-turn causing accidents at Station T-Junction for past one week.,Traffic
"No zebra crossing for pedestrians impossible to cross this wide road in Siddhartha Nagar, please take action immediately.",Traffic
illegl parkng blockng entir stret buses stck in Postal Layout ward 176,Traffic
no zebr crosing pedstrians strugling to cros ward 7 since 2 days kindly fix,Traffic
Faded stop line causing vehicles to stop directly inside pedestrian crossing near Shastri Nagar main gate.,Traffic
"In Surya Nagar Ward 12 Ward 151, divider is broken cars taking dangerous u-turn causing accidents for past one week. Very difficult situation.",Traffic
Urgent attention required: there is a absence of speed limit signs and rumble strips near school zone crossing along GIDC Road. This is speeding heavy vehicles endangering crossing schoolchildren. Kindly take remedial action.,Traffic
"Sir, traffic signal is not working big traffic jam at junction at Ward 143. Nobody is responding.",Traffic
"Sir, signal timer is too short only 10 seconds green for huge traffic at Ward 167. Nobody is responding.",Traffic
Attention Municipal Commissioner: mandatory stop and directional road signs twisted and hidden by tree branches right in front of Maternity Clinic! It is unfamiliar drivers missing turn and driving into one-way traffic. Immediate action requested.,Traffic
"In Santosh Nagar Ward 68, signal timer is too short only 10 seconds green for huge traffic since two weeks. Very difficult situation.",Traffic
no zebr crosing pedstrians strugling to cros near public park gate Station Approach Road,Traffic
"Damaged crash barrier on highway flyover curve between Ashok Vihar Phase 2 and Old Post Office Junction, leaving dangerous open edge overlooking 30-foot drop to road below.",Traffic
Autos and taxis blocking the entire left turn free lane near Santosh Nagar main gate for past one week.,Traffic
no zebr crosing pedstrians strugling to cros near junction roundabout Inner Circular Road,Traffic
Traffic signal is not working big traffic jam at junction after last rain behind Co-operative Bank. High danger.,Traffic
"Vehicles parked illegally on both sides of road blocking bus movement near Telecom Colony main gate, please take action immediately.",Traffic
Please resolve issue where there is a pedestrian push-button crossing signal out of order near Postal Layout main gate. This is pedestrians waiting 20 minutes to cross busy six-lane avenue. Kindly take remedial action.,Traffic
plz help illegl parkng blockng entir stret buses stck on 80 Feet Road,Traffic
Vehicles parked illegally on both sides of road blocking bus movement at the entry of Netaji Nagar after last rain.,Traffic
"Vehicles parked illegally on both sides of road blocking bus movement behind Co-operative Bank, please take action immediately.",Traffic
"Due to pedestrian zebra crossing paint completely faded and invisible on Temple Street, it is pedestrians and senior citizens unable to cross safely without risk.",Traffic
"Vehicles parked illegally on both sides of road blocking bus movement at Ward 41, please take action immediately.",Traffic
"Hello civic team, commercial delivery vans double parking along narrow market street near clock tower, single lane traffic bottleneck backing up for kilometers. Please send team as soon as possible.",Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road in Siddhartha Nagar. Nobody is responding.",Traffic
Damaged speed governor warning sign lying flat on road shoulder in Mahalakshmi Layout.,Traffic
Absence of speed limit signs and rumble strips near school zone crossing along Ring Road.,Traffic
Divider is broken cars taking dangerous u-turn causing accidents for past one week at Station T-Junction. High danger.,Traffic
Defective countdown timer on traffic lights skipping from 60 to 0 seconds opposite primary health centre.,Traffic
plz help no zebr crosing pedstrians strugling to cros on Station Approach Road,Traffic
"In Siddhartha Nagar Ward 59, road sign is hidden behind tree branches motorists missing the turn every evening. Very difficult situation.",Traffic
"Signal timer is too short only 10 seconds green for huge traffic along NH Bypass Service Road, please take action immediately.",Traffic
"Traffic signal is not working big traffic jam at junction on Bypass Road, Ward 164 after last rain.",Traffic
"In Vinayaka Nagar Ward 131, vehicles parked illegally on both sides of road blocking bus movement since past 10 days. Very difficult situation.",Traffic
Disaster waiting to happen: blind curve on hill road lacking convex safety mirror and warning signs at the entry of Tilak Road Extension! It is head-on near misses reported daily. Immediate action requested.,Traffic
"In Sri Krishna Layout Ward 94, vehicles parked illegally on both sides of road blocking bus movement since past 10 days. Very difficult situation.",Traffic
"Right in front of city library, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
illegl parkng blockng entir stret buses stck near central vegetable market Main Road,Traffic
"Right in front of fish market yard, traffic police needed at circle during school hours heavy jam. Kindly resolve.",Traffic
"Heavy multi-axle cargo trucks illegally parked in designated bus bay at Ward 47, city buses forced to stop in middle lane blocking entire traffic.",Traffic
This is to report that there is a missing reflective cat-eyes and lane divider markings on unlit bypass road near Balaji Layout main gate. This is drivers struggling to judge lane boundaries in fog and dark. Kindly take remedial action.,Traffic
"At bypass intersection, signal timer is too short only 10 seconds green for huge traffic. Kindly resolve.",Traffic
Damaged crash barrier on the flyover ramp needs urgent structural repair,Traffic
Blind curve on hill road lacking convex safety mirror and warning signs on Church Road.,Traffic
"Vehicles parked illegally on both sides of road blocking bus movement close to temple road, please take action immediately.",Traffic
Requesting immediate action as there is a absence of speed limit signs and rumble strips near school zone crossing behind Fish Market Yard. This is speeding heavy vehicles endangering crossing schoolchildren. Kindly take remedial action.,Traffic
"In Teachers Colony Ward 175, speed breaker warning sign missing drivers jumping speed breaker at high speed since two weeks. Very difficult situation.",Traffic
"Road sign is hidden behind tree branches motorists missing the turn in Postal Layout, please take action immediately.",Traffic
Disaster waiting to happen: traffic blinker beacon at blind intersection not operating near temple road! It is frequent T-bone vehicle collisions occurring at night. Immediate action requested.,Traffic
Missing height barrier at low railway bridge underpass at Ward 169.,Traffic
"Dear authority, damaged speed governor warning sign lying flat on road shoulder right in front of City Library, lack of signage encouraging overspeeding near hospital gate. Please send team as soon as possible.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents between Adarsh Layout and Shivaji Circle since past 10 days.,Traffic
"Signal timer is too short only 10 seconds green for huge traffic since past 10 days on Station Approach Road, Ward 168. High danger.",Traffic
"Signal timer is too short only 10 seconds green for huge traffic on Temple Street, please take action immediately.",Traffic
Autos and taxis blocking the entire left turn free lane near weekly bazaar ground from last 3 days.,Traffic
"Respected sir, absence of speed limit signs and rumble strips near school zone crossing at Ward 44, speeding heavy vehicles endangering crossing schoolchildren. Please send team as soon as possible.",Traffic
Vehicles parked illegally on both sides of road blocking bus movement on 100 Feet Intermediate Road after last rain.,Traffic
"Sir, vehicles parked illegally on both sides of road blocking bus movement behind Co-operative Bank. Nobody is responding.",Traffic
"In Rajaji Sector 3 Ward 60, divider is broken cars taking dangerous u-turn causing accidents every evening. Very difficult situation.",Traffic
Attention Municipal Commissioner: pedestrian push-button crossing signal out of order close to weekly bazaar ground! It is pedestrians waiting 20 minutes to cross busy six-lane avenue. Immediate action requested.,Traffic
"No zebra crossing for pedestrians impossible to cross this wide road near electricity sub-station, please take action immediately.",Traffic
"Absence of speed limit signs and rumble strips near school zone crossing at Ward 164, speeding heavy vehicles endangering crossing schoolchildren.",Traffic
"Traffic diversion sign boards left on roadway weeks after road work ended outside State Transport Depot, creating unnecessary bottleneck and driver confusion.",Traffic
"Vehicles parked illegally on both sides of road blocking bus movement along Inner Circular Road, please take action immediately.",Traffic
"Sir, divider is broken cars taking dangerous u-turn causing accidents in Ashok Vihar Phase 2. Nobody is responding.",Traffic
No zebra crossing for pedestrians impossible to cross this wide road on Church Road since past 10 days.,Traffic
"Sir, autos and taxis blocking the entire left turn free lane at Highway Junction. Nobody is responding.",Traffic
plz help dividr cut made illeagli bikes crosing dngrously on Church Road,Traffic
"Due to haphazard commercial loading and unloading blocking arterial road during morning peak near toll plaza, it is ambulances and school buses trapped in jam.",Traffic
"No zebra crossing for pedestrians impossible to cross this wide road outside Maternity Clinic, please take action immediately.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents from last 3 days close to community hall. High danger.,Traffic
Civic issue reported: there is a absence of speed limit signs and rumble strips near school zone crossing behind Fish Market Yard. This is speeding heavy vehicles endangering crossing schoolchildren. Kindly take remedial action.,Traffic
"Yellow blinker light not working at accident prone cross road near Siddhartha Nagar main gate, please take action immediately.",Traffic
no zebr crosing pedstrians strugling to cros near service road turn 100 Feet Intermediate Road,Traffic
no zebr crosing pedstrians strugling to cros in Indira Gandhi Colony ward 157,Traffic
No zebra crossing for pedestrians impossible to cross this wide road since yesterday close to junction roundabout. High danger.,Traffic
Signal timer is too short only 10 seconds green for huge traffic between Indira Gandhi Colony and Ashok Pillar Crossing after last rain.,Traffic
Traffic signal timer stuck on permanent green on one side and red on other close to SBI ATM.,Traffic
"In Bhavani Nagar Ward 11, traffic signal is not working big traffic jam at junction since yesterday. Very difficult situation.",Traffic
"Autos and taxis blocking the entire left turn free lane right in front of Govt Girls Hostel, please take action immediately.",Traffic
"Traffic police needed at circle during school hours heavy jam near Vidya Nagar main gate, please take action immediately.",Traffic
"Road sign is hidden behind tree branches motorists missing the turn right in front of Co-operative Bank, please take action immediately.",Traffic
"Complaining for the third time, traffic signal timer stuck on permanent green on one side and red on other along Temple Street, causing 45-minute standstill and road rage among commuters. Please send team as soon as possible.",Traffic
"Sir please look into this, concrete median road divider broken and knocked down by collision near Vivekananda Colony main gate, vehicles making dangerous unauthorized U-turns across oncoming lane. Please send team as soon as possible.",Traffic
"Due to absence of speed limit signs and rumble strips near school zone crossing behind Taluk Office, it is speeding heavy vehicles endangering crossing schoolchildren.",Traffic
Road sign is hidden behind tree branches motorists missing the turn since morning at the entry of Sri Krishna Layout. High danger.,Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed behind Ward Office after last rain.,Traffic
Autos and taxis blocking the entire left turn free lane along Ring Road for past one week.,Traffic
"Near defence enclave main gate, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
"In Netaji Nagar Ward 45, vehicles parked illegally on both sides of road blocking bus movement after last rain. Very difficult situation.",Traffic
"Divider is broken cars taking dangerous u-turn causing accidents on Bypass Road, Ward 130, please take action immediately.",Traffic
plz help dividr cut made illeagli bikes crosing dngrously on GIDC Road,Traffic
"Sir, traffic police needed at circle during school hours heavy jam at the entry of Sri Krishna Layout. Nobody is responding.",Traffic
urgent dividr cut made illeagli bikes crosing dngrously Green Glen Layout near metro pillar 142,Traffic
Urgent attention required: there is a traffic blinker beacon at blind intersection not operating near primary health centre. This is frequent T-bone vehicle collisions occurring at night. Kindly take remedial action.,Traffic
"Traffic signal timer stuck on permanent green on one side and red on other close to junction roundabout, causing 45-minute standstill and road rage among commuters.",Traffic
"Dear authority, missing height barrier at low railway bridge underpass in Santosh Nagar, tall container trucks regularly getting wedged under bridge. Please send team as soon as possible.",Traffic
"Defective countdown timer on traffic lights skipping from 60 to 0 seconds at Highway Junction, sudden panic braking causing rear-end collisions.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed outside Ration Shop since past 10 days.,Traffic
"On market road, ward 45, autos and taxis blocking the entire left turn free lane. Kindly resolve.",Traffic
"In Vinayaka Nagar Ward 198, autos and taxis blocking the entire left turn free lane from last 3 days. Very difficult situation.",Traffic
Traffic police needed at circle during school hours heavy jam since morning right in front of Govt Primary School. High danger.,Traffic
"In Adarsh Layout Ward 47, speed breaker warning sign missing drivers jumping speed breaker at high speed since morning. Very difficult situation.",Traffic
urgent trafic signl not workin huge jam at chawk Santosh Nagar near metro pillar 142,Traffic
"Sir, no zebra crossing for pedestrians impossible to cross this wide road at Ward 57. Nobody is responding.",Traffic
"Respected sir, traffic diversion sign boards left on roadway weeks after road work ended on Temple Street, Ward 149, creating unnecessary bottleneck and driver confusion. Please send team as soon as possible.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed since two weeks right in front of Urban Health Post. High danger.,Traffic
Traffic signal is not working big traffic jam at junction after last rain at Ward 174. High danger.,Traffic
"In Kasturba Extension Ward 110, yellow blinker light not working at accident prone cross road since two weeks. Very difficult situation.",Traffic
"Disaster waiting to happen: damaged speed governor warning sign lying flat on road shoulder on College Road, Ward 97! It is lack of signage encouraging overspeeding near hospital gate. Immediate action requested.",Traffic
urgent signl timr is stck on red plese repare fast Surya Nagar Ward 12 near metro pillar 142,Traffic
"Sir, vehicles parked illegally on both sides of road blocking bus movement near Telecom Colony main gate. Nobody is responding.",Traffic
Road sign is hidden behind tree branches motorists missing the turn since morning in Postal Layout. High danger.,Traffic
Traffic police needed at circle during school hours heavy jam near Vidya Nagar main gate for past one week.,Traffic
"Due to concrete median road divider broken and knocked down by collision between Teachers Colony and Shivaji Circle, it is vehicles making dangerous unauthorized U-turns across oncoming lane.",Traffic
"At ward 167, signal timer is too short only 10 seconds green for huge traffic. Kindly resolve.",Traffic
Urgent! Major emergency: missing height barrier at low railway bridge underpass between Bhavani Nagar and Ashok Pillar Crossing! It is tall container trucks regularly getting wedged under bridge. Immediate action requested.,Traffic
"Sir, speed breaker warning sign missing drivers jumping speed breaker at high speed on Ring Road, Ward 177. Nobody is responding.",Traffic
"On temple street, road sign is hidden behind tree branches motorists missing the turn. Kindly resolve.",Traffic
Autos and taxis blocking the entire left turn free lane from last 3 days behind Govt Primary School. High danger.,Traffic
"Speed breaker warning sign missing drivers jumping speed breaker at high speed on Link Road, please take action immediately.",Traffic
urgent no zebr crosing pedstrians strugling to cros Tilak Road Extension near APMC market yard,Traffic
Illegal auto-rickshaw and taxi parking encroaching two lanes of major junction along Station Road.,Traffic
"Missing reflective cat-eyes and lane divider markings on unlit bypass road on Cross Road 4, drivers struggling to judge lane boundaries in fog and dark.",Traffic
"Opposite fire station, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
"Due to heavy multi-axle cargo trucks illegally parked in designated bus bay close to electricity sub-station, it is city buses forced to stop in middle lane blocking entire traffic.",Traffic
Urgent attention required: there is a traffic signal lights completely dead at busy four-road junction outside Maternity Clinic. This is vehicles crossing from all four sides creating chaotic gridlock. Kindly take remedial action.,Traffic
no zebr crosing pedstrians strugling to cros ward 28 since 2 days kindly fix,Traffic
"At highway junction, traffic police needed at circle during school hours heavy jam. Kindly resolve.",Traffic
"Due to concrete median road divider broken and knocked down by collision at Nehru Roundabout, it is vehicles making dangerous unauthorized U-turns across oncoming lane.",Traffic
"Road sign is hidden behind tree branches motorists missing the turn at Ward 155, please take action immediately.",Traffic
"Sir, signal timer is too short only 10 seconds green for huge traffic near railway station approach. Nobody is responding.",Traffic
"No zebra crossing for pedestrians impossible to cross this wide road right in front of Urban Health Post, please take action immediately.",Traffic
dividr cut made illeagli bikes crosing dngrously ward 83 since 2 days kindly fix,Traffic
